approach,data_path,algorithm,depth,accuracy,join_time,train_time,total_time,feature_importances
all-in-path,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,CART,2.0,0.7987608602763139,2.075651168823242,0.08193778991699219,2.1575889587402344,{'strong_score': 1.0}
all-in-path,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,ID3,2.0,0.5190428713858425,2.075651168823242,269.79202485084534,271.8676760196686,{}
all-in-path,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,XGBoost,1.0,0.7844039310639509,2.075651168823242,0.7721230983734131,2.8477742671966553,"{'date': 0.033, 'weak_team': 0.018, 'dif_overall': 0.02, 'dif_attack': 0.059, 'dif_midfield': 0.034, 'dif_bu_speed': 0.019, 'dif_bu_passing': 0.022, 'dif_cc_crossing': 0.032, 'dif_cc_passing': 0.017, 'dif_cc_shooting': 0.038, 'dif_aggression': 0.028, 'dif_preassure': 0.032, 'dif_avg_age': 0.03, 'ft_id': 0.032, 'id': 0.038, 'strong_team': 0.021, 'strong_score': 0.456, 'strong_overall': 0.026, 'strong_avg_age': 0.02}"
best-ranked,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,CART,4.0,0.7852015382424156,2.075651168823242,0.0874640941619873,2.1631152629852295,"{'date': 0.022, 'dif_midfield': 0.016, 'id': 0.004, 'strong_score': 0.933, 'strong_avg_age': 0.016}"
best-ranked,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,ID3,4.0,0.5283577837914828,2.075651168823242,173.25289106369019,175.32854223251343,{}
best-ranked,football/football.csv/id--football/differences_stats.csv/ft_id--football/strong_team.csv/ft_id,XGBoost,2.0,0.7632602193419742,2.075651168823242,0.7629761695861816,2.838627338409424,"{'date': 0.045, 'weak_team': 0.051, 'tournament': 0.046, 'dif_overall': 0.046, 'dif_attack': 0.051, 'dif_midfield': 0.049, 'dif_deffense': 0.031, 'id': 0.043, 'strong_team': 0.038, 'strong_score': 0.551, 'strong_avg_age': 0.047}"
all-in-path,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,CART,2.0,0.23006679285116297,22.11178994178772,0.07223916053771973,22.18402910232544,"{'paper_id': 0.302, 'word_cited_id': 0.698}"
all-in-path,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,ID3,2.0,0.20170440068430823,22.11178994178772,305.9659471511841,328.0777370929718,{}
all-in-path,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,XGBoost,2.0,0.10688494157900486,22.11178994178772,3.253277063369751,25.36506700515747,"{'paper_id': 0.474, 'word_cited_id': 0.526}"
best-ranked,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,CART,2.0,0.23006679285116297,22.11178994178772,0.07912397384643555,22.190913915634155,"{'paper_id': 0.302, 'word_cited_id': 0.698}"
best-ranked,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,ID3,2.0,0.20170440068430823,22.11178994178772,306.7316460609436,328.8434360027313,{}
best-ranked,CiteSeer/paper.csv/paper_id--CiteSeer/content.csv/paper_id,XGBoost,2.0,0.10688494157900486,22.11178994178772,3.5901308059692383,25.701920747756958,"{'paper_id': 0.474, 'word_cited_id': 0.526}"
all-in-path,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,CART,6.0,0.9716494845360824,7.144530773162842,0.1064610481262207,7.2509918212890625,"{'V28': 0.196, 'V29': 0.162, 'V30': 0.173, 'V31': 0.132, 'V32': 0.168, 'V33': 0.179}"
all-in-path,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,ID3,2.0,0.34690721649484535,7.144530773162842,439.641236782074,446.7857675552368,{}
all-in-path,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,XGBoost,1.0,0.9716494845360824,7.144530773162842,0.6633617877960205,7.807892560958862,"{'V28': 0.158, 'V29': 0.17, 'V30': 0.216, 'V31': 0.11, 'V32': 0.106, 'V33': 0.23}"
best-ranked,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,CART,13.0,0.6314432989690721,7.144530773162842,0.12526988983154297,7.269800662994385,"{'V5': 0.052, 'V11': 0.121, 'V12': 0.008, 'V13': 0.023, 'V14': 0.188, 'V22': 0.142, 'V25': 0.145, 'V27': 0.054, 'V21': 0.001, 'V10': 0.093, 'index': 0.055, 'V31': 0.039, 'V32': 0.038}"
best-ranked,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,ID3,4.0,0.3551546391752578,7.144530773162842,185.63764905929565,192.7821798324585,{}
best-ranked,steel-plate-fault/steel_plate_fault.csv/index--steel-plate-fault/indices.csv/spf_id--steel-plate-fault/luminosity.csv/spf_id--steel-plate-fault/type_of_fault.csv/spf_id,XGBoost,9.0,0.6041237113402061,7.144530773162842,2.1108341217041016,9.255364894866943,"{'V5': 0.056, 'V11': 0.056, 'V12': 0.074, 'V14': 0.121, 'V25': 0.046, 'V27': 0.037, 'V10': 0.045, 'index': 0.025, 'V31': 0.262, 'V32': 0.273}"
all-in-path,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,CART,5.0,0.8081398252184769,0.4991800785064697,0.07388687133789062,0.5730669498443604,"{'Name': 0.027, 'TicketId': 0.066, 'Sex': 0.563, 'Age': 0.161, 'SibSp': 0.102, 'Parch': 0.051, 'PassengerId': 0.018}"
all-in-path,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,ID3,2.0,0.38378277153558055,0.4991800785064697,162.3999981880188,162.89917826652527,{}
all-in-path,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,XGBoost,1.0,0.7934706616729089,0.4991800785064697,0.6210117340087891,1.1201918125152588,"{'Name': 0.022, 'TicketId': 0.025, 'Sex': 0.818, 'Age': 0.022, 'SibSp': 0.064, 'Parch': 0.049}"
best-ranked,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,CART,3.0,0.6578401997503122,0.4991800785064697,0.06710505485534668,0.5662851333618164,"{'Name': 0.019, 'TicketId': 0.112, 'SibSp': 0.522, 'Parch': 0.3}"
best-ranked,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,ID3,2.0,0.38378277153558055,0.4991800785064697,155.60159826278687,156.10077834129333,{}
best-ranked,titanic/titanic.csv/PassengerId--titanic/passenger_info.csv/PassengerId,XGBoost,1.0,0.6073907615480649,0.4991800785064697,0.7943999767303467,1.2935800552368164,"{'Name': 0.141, 'TicketId': 0.152, 'SibSp': 0.348, 'Parch': 0.358}"
join_all,other-data/data/CiteSeer,CART,3.0,0.1635641825061585,0.06915521621704102,0.6689620018005371,0.7381172180175781,"{'paper_id_content.csv': 0.566, 'paper_id_paper.csv': 0.434}"
join_all,other-data/data/CiteSeer,ID3,2.0,0.20306192480916171,0.06915521621704102,998.3666496276855,998.4358048439026,{}
join_all,other-data/data/CiteSeer,XGBoost,3.0,0.09175201334085954,0.06915521621704102,50.50139307975769,50.57054829597473,"{'paper_id_content.csv': 0.686, 'word_cited_id_content.csv': 0.314}"
join_all,other-data/data/CORA,CART,4.0,0.18926979403936772,0.03383493423461914,0.9500463008880615,0.9838812351226807,"{'paper_id_paper.csv': 0.64, 'paper_id_content.csv': 0.355, 'citing_paper_id_cites.csv': 0.005}"
join_all,other-data/data/CORA,ID3,2.0,0.10292188404202066,0.03383493423461914,1132.2697112560272,1132.3035461902618,{}
join_all,other-data/data/CORA,XGBoost,4.0,0.22643672311062946,0.03383493423461914,98.72685027122498,98.7606852054596,"{'paper_id_paper.csv': 0.537, 'word_cited_id_content.csv': 0.201, 'citing_paper_id_cites.csv': 0.262}"
join_all,other-data/decision-trees-split/football,CART,8.0,0.9984375,0.0374751091003418,0.0954737663269043,0.1329488754272461,"{'strong_score_strong_team.csv': 0.597, 'strong_avg_age_strong_team.csv': 0.003, 'weak_score_weak_team.csv': 0.4}"
join_all,other-data/decision-trees-split/football,ID3,2.0,0.49372545811518326,0.0374751091003418,278.4108531475067,278.44832825660706,{}
join_all,other-data/decision-trees-split/football,XGBoost,2.0,0.9973931064572426,0.0374751091003418,1.5584299564361572,1.595905065536499,"{'id_football.csv': 0.001, 'strong_team_football.csv': 0.001, 'weak_team_football.csv': 0.003, 'id_differences_stats.csv': 0.005, 'dif_attack_differences_stats.csv': 0.004, 'dif_bu_speed_differences_stats.csv': 0.005, 'dif_cc_crossing_differences_stats.csv': 0.003, 'dif_cc_passing_differences_stats.csv': 0.002, 'dif_preassure_differences_stats.csv': 0.002, 'strong_score_strong_team.csv': 0.574, 'strong_avg_age_strong_team.csv': 0.003, 'strong_aggression_strong_strategy.csv': 0.001, 'strong_cc_passing_strong_change_creation.csv': 0.003, 'id_strong_change_creation.csv': 0.003, 'weak_score_weak_team.csv': 0.333, 'weak_overall_weak_team.csv': 0.002, 'weak_midfield_weak_strategy.csv': 0.001, 'weak_bu_speed_weak_building.csv': 0.002, 'weak_cc_shooting_weak_change_creation.csv': 0.003, 'id_weak_change_creation.csv': 0.013}"
join_all,other-data/decision-trees-split/steel-plate-fault,CART,6.0,0.9648725212464588,0.029671192169189453,0.21848106384277344,0.2481522560119629,"{'V28_type_of_fault.csv': 0.171, 'V29_type_of_fault.csv': 0.142, 'V30_type_of_fault.csv': 0.206, 'V31_type_of_fault.csv': 0.192, 'V32_type_of_fault.csv': 0.119, 'V33_type_of_fault.csv': 0.171}"
join_all,other-data/decision-trees-split/steel-plate-fault,ID3,2.0,0.38356940509915016,0.029671192169189453,920.0720467567444,920.1017179489136,{}
join_all,other-data/decision-trees-split/steel-plate-fault,XGBoost,1.0,0.9388101983002833,0.029671192169189453,1.4518940448760986,1.481565237045288,"{'V28_type_of_fault.csv': 0.156, 'V29_type_of_fault.csv': 0.161, 'V30_type_of_fault.csv': 0.254, 'V31_type_of_fault.csv': 0.117, 'V32_type_of_fault.csv': 0.112, 'V33_type_of_fault.csv': 0.233}"
join_all,other-data/decision-trees-split/titanic,CART,4.0,0.7706246134817561,0.009256839752197266,0.030477046966552734,0.03973388671875,"{'Name_passenger_info.csv': 0.013, 'Sex_passenger_info.csv': 0.573, 'Age_passenger_info.csv': 0.035, 'Parch_passenger_info.csv': 0.026, 'Ticket_ticket_info.csv': 0.024, 'Fare_ticket_info.csv': 0.051, 'Pclass_ticket_info.csv': 0.163, 'Cabin_cabin.csv': 0.084}"
join_all,other-data/decision-trees-split/titanic,ID3,2.0,0.3852813852813853,0.009256839752197266,58.54117131233215,58.55042815208435,{}
join_all,other-data/decision-trees-split/titanic,XGBoost,2.0,0.7452587095444239,0.009256839752197266,0.39956116676330566,0.40881800651550293,"{'PassengerId_titanic.csv': 0.028, 'Sex_passenger_info.csv': 0.47, 'Age_passenger_info.csv': 0.036, 'SibSp_passenger_info.csv': 0.04, 'Parch_passenger_info.csv': 0.038, 'Ticket_ticket_info.csv': 0.025, 'Fare_ticket_info.csv': 0.029, 'Pclass_ticket_info.csv': 0.231, 'Embarked_ticket_info.csv': 0.034, 'Cabin_cabin.csv': 0.057}"
join_all,other-data/data/WebKP 2,CART,3.0,0.44994869298931706,0.07220983505249023,0.6849911212921143,0.7572009563446045,"{'webpage_id_content.csv': 0.705, 'citing_paper_id_cites.csv': 0.295}"
join_all,other-data/data/WebKP 2,ID3,2.0,0.272861541899526,0.07220983505249023,528.8896760940552,528.9618859291077,{}
join_all,other-data/data/WebKP 2,XGBoost,3.0,0.4473505414077675,0.07220983505249023,68.8652970790863,68.9375069141388,"{'webpage_id_content.csv': 0.536, 'word_cited_id_content.csv': 0.123, 'citing_paper_id_cites.csv': 0.341}"
all-in-path,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,CART,2.0,0.27587535875358754,13.619014263153076,0.047867774963378906,13.666882038116455,"{'paper_id': 0.706, 'word_cited_id': 0.294}"
all-in-path,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,ID3,2.0,0.080113434467678,13.619014263153076,127.99117279052734,141.61018705368042,{}
all-in-path,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,XGBoost,2.0,0.08355610222768896,13.619014263153076,3.9997458457946777,17.618760108947754,"{'paper_id': 0.544, 'word_cited_id': 0.456}"
